Name,Type,Address,lat,lon
AGNES MACPHAIL SQUARE,Park,900 Pape Ave,43.6856,-79.3476
ROYAL CREST PARK,Park,50 Cabernet Crcl,43.75271,-79.6048
CLYDESDALE PARK,Park,116 Clydesdale Dr,43.78354,-79.3282
DEMPSEY PARK,Park,250 Beecroft Rd,43.77017,-79.4173
SCARLETT WOODS GOLF COURSE,Park,1000 Jane St,43.6836,-79.5001
STAFFORD PARK,Park,100 Stafford Rd,43.7713,-79.4389
VERMONT SQUARE PARK,Park,819 Palmerston Ave,43.6702,-79.4153
ASQUITH GREEN PARK,Park,19 Park Rd,43.672,-79.3845
CHERRY BEACH SPORTS FIELDS,Park,275 Unwin Ave,43.64118,-79.3416
WITHROW PARK,Park,725 Logan Ave,43.67458,-79.348
MACGREGOR PLAYGROUND,Park,346 Lansdowne Ave,43.65316,-79.4418
DON PANOS PARKETTE,Park,3 Prescott Ave,43.67516,-79.457
CHARLES G. WILLIAMS PARK,Park,75 Wabash Ave,43.64761,-79.4433
SORAUREN AVENUE PARK,Park,289 Sorauren Ave,43.64876,-79.4441
PORT UNION COMMUNITY RECREATION CENTRE PARK,Park,5450 Lawrence Ave E,43.77966,-79.1403
HIGHVIEW PARK,Park,150 Highview Ave,43.70251,-79.2565
BISSET PARK,Park,20 Bisset Ave,43.60887,-79.5546
WOODSWORTH PARKETTE,Park,280 Woodsworth Rd,43.76524,-79.3658
KNIGHTS OF COLUMBUS PARK,Park,60 San Gabriele Pl,43.76415,-79.5661
DRIFTWOOD PARKETTE,Park,359 Driftwood Ave,43.76773,-79.5138
ISLINGTON PARK,Park,19 Franel Cres,43.75256,-79.5693
DOUGLAS GREENBELT,Park,303 Douglas Ave,43.72382,-79.415
ST. ANDREWS PARK - NORTH YORK,Park,11 Knollwood St,43.753,-79.3911
ORIOLE PARK - NORTH YORK,Park,2955 Don Mills Rd W,43.78086,-79.3508
MCDAIRMID WOODS PARK,Park,51 Rubic Cres,43.78044,-79.2675
ANTIBES PARK,Park,109 Antibes Dr,43.77951,-79.4479
WELLS HILL PARK,Park,145 Hilton Ave,43.68285,-79.4166
MOOREVALE PARK,Park,175 Moore Ave,43.69361,-79.3822
TICHESTER PARK,Park,27 Tichester Rd,43.68542,-79.4179
CUDIA PARK,Park,70 Meadowcliffe Dr,43.72351,-79.2215
GIBSON PARK,Park,30 Park Home Ave,43.76899,-79.4154
HAGUE PARK,Park,3165 Lawrence Ave E,43.75594,-79.2424
LAURA ELLIS PARK,Park,30 Laura Ellis Crt,43.79198,-79.1512
FARMCREST PARKETTE,Park,2485 Victoria Park Ave,43.77078,-79.3206
SIXTH STREET PARK,Park,270 Sixth St,43.60552,-79.5063
WIGMORE PARK,Park,106 Wigmore Dr,43.73154,-79.3135
WOODBOROUGH PARK,Park,1486 Castlefield Ave,43.69655,-79.4691
STUART GREENBELT,Park,15 Stuart Ave,43.75431,-79.4147
GIHON SPRING PARK,Park,75 Gihon Spring Dr,43.75571,-79.5948
WEST HILL PARK,Park,170 Weir Cres,43.77065,-79.1964
WANITA PARK,Park,5 Meadowvale Rd,43.77585,-79.1564
CARSCADDEN GREENBELT,Park,32 B Carscadden Dr,43.76596,-79.4427
WILLOWFIELD GARDENS PARK,Park,97 Pachino Blvd,43.76399,-79.3093
GLENDORA PARK,Park,201 Glendora Ave,43.7616,-79.3977
WILLOWDALE PARK,Park,75 Hollywood Ave,43.7664,-79.4077
KIRKWOOD PARK,Park,25 Kirkwood Rd,43.75605,-79.3625
ANCONA PARK,Park,15 Ancona St,43.77574,-79.439
TORONTO INUKSHUK PARK,Park,789 Lake Shore Blvd W,43.6324,-79.4098
CURRAN HALL RAVINE PARK,Park,815 Scarborough Golf Club Rd,43.76909,-79.218
PRINGDALE RAVINE,Park,141 Thicketwood Dr,43.74473,-79.2431
WHITNEY PARK,Park,149 Roxborough Dr,43.68385,-79.373
COLLINGWOOD PARK,Park,30 Collingwood St,43.78247,-79.2843
MILES ROAD END PARKETTE,Park,4 Miles Rd,43.60871,-79.4872
LUSTED PARK,Park,75 Painted Post Dr,43.76289,-79.2326
ADANAC PARK,Park,15 Belmuir Pl,43.73883,-79.2288
RANCHDALE PARK,Park,44 Ranchdale Cres,43.75144,-79.3224
LOWER DON PARKLANDS,Park,44 Beechwood Dr,43.69661,-79.3544
CHESTER LE PARK,Park,255 Chester Le Blvd,43.79969,-79.3323
EDGEWOOD PARK,Park,107 Oakley Blvd,43.76711,-79.268
DRUMOAK ROAD PARKETTE,Park,12 Drumoak Rd,43.66078,-79.5289
DENSGROVE PARK,Park,75 Hiscock Blvd,43.76529,-79.2234
JANDA PARK,Park,15 Quinella Dr,43.72472,-79.6015
CEDARGROVE PARK,Park,100 Farmbrook Rd,43.74945,-79.2302
EDGELEY PARK,Park,4401 Jane St,43.76546,-79.5188
MASSEYGROVE PARK,Park,80 Kendleton Dr,43.73671,-79.5817
ORMSKIRK PARK,Park,33 Ormskirk Crt,43.6406,-79.4752
SILVERSTONE PARK,Park,160 Silverstone Dr,43.75238,-79.5919
ROSETHORN PARK,Park,26 Remington Dr,43.65857,-79.5386
ESTHER LORRIE PARK,Park,50 Westhumber Blvd,43.72748,-79.5798
EDEN VALLEY PARK,Park,6 Eden Valley Dr,43.67847,-79.5341
DENTONIA PARK GOLF COURSE,Park,781 Victoria Park Ave,43.69518,-79.2893
MEMORIAL PARK - YORK,Park,22 Little Ave,43.6996,-79.5206
WEST DON PARKLAND,Park,165 MAXWELL ST,43.76175,-79.4485
LAKESHORE VILLAGE PARK,Park,45 Garnett Janes Rd,43.60093,-79.51
BUDD SUGARMAN PARK,Park,955 Yonge St,43.67587,-79.3888
HAVENBROOK PARK,Park,15 Havenbrook Blvd,43.76796,-79.3558
NORTH BENDALE PARK,Park,40 Erinlea Cres,43.76982,-79.2436
S.A.D.R.A. PARK,Park,455 Weston Rd,43.6816,-79.4765
NORTH KIPLING PARK,Park,2 Rowntree Rd,43.75177,-79.5849
NORMAN JEWISON PARK,Park,13 Isabella St,43.66758,-79.3847
MCCOWAN PARK,Park,475 McCowan Rd,43.74457,-79.2405
ROSETTA MCCLAIN GARDENS,Park,5 Glen Everest Rd,43.69742,-79.2557
519 Church Street Community Centre,Community Centre,519 Church St,43.66656,-79.3809
MOREAU TRAIL PARK,Park,35 Herron Ave,43.7074,-79.2843
TODMORDEN MILLS PARK,Park,67 Pottery Rd,43.68637,-79.3603
JESSE KETCHUM PARK,Park,1310 Bay St,43.67269,-79.3911
KEELESDALE PARK,Park,95 Black Creek Dr,43.68702,-79.4816
DAN IANNUZZI PARK,Park,75 Delabo Dr,43.76515,-79.505
FOUNTAINHEAD PARK,Park,445 Sentinel Rd,43.76132,-79.4998
JAYE ROBINSON PARK,Park,3055 YONGE ST,43.72426,-79.4017
WALLACE EMERSON PARK,Park,1260 Dufferin St,43.66732,-79.4393
HUMBERLINE PARK,Park,32 Humberline Dr,43.73157,-79.616
HUNTERS GLEN PARK,Park,35 Marcos Blvd,43.747,-79.2605
EDGE PARK,Park,15 Edge Park Ave,43.71773,-79.2981
WALMER RD PARKETTE,Park,227 Walmer Rd,43.67632,-79.4087
HARDING PARK,Park,59 Hearst Crcl,43.69957,-79.4979
SILVIO COLELLA PARK,Park,20 Laura Rd,43.7391,-79.5208
TALWOOD PARK,Park,36 Talwood Dr,43.7399,-79.3547
ALBION GARDENS PARK,Park,41 Deanlea Crt,43.73917,-79.558
SEVERN CREEK PARK,Park,8 R Cluny Dr,43.6756,-79.3864
STANLEY PARK SOUTH - TORONTO,Park,700 Wellington St W,43.64176,-79.408
SNOWHILL PARK,Park,15 Snowhill Cres,43.78098,-79.2629
CHORLEY PARK,Park,245 Douglas Dr,43.68621,-79.3708
ERNIE LUSTIG - RAINBOW PARK,Park,250 Rory Rd,43.72027,-79.4837
CASSELS AVENUE PLAYGROUND,Park,69 Cassels Ave,43.67949,-79.3071
MARILYN BELL PARK,Park,1095 Lake Shore Blvd W,43.63146,-79.4316
WALTER SAUNDERS MEMORIAL PARK,Park,440 Hopewell Ave,43.69993,-79.4472
HIGHLAND CREEK COMMUNITY PARK,Park,3500 Ellesmere Rd,43.78915,-79.1793
MARLBOROUGH PLACE PARKETTE,Park,100 Marlborough Ave,43.6792,-79.3947
THE POCKET,Park,74 Oakvale Ave,43.67945,-79.3333
KEW GARDENS,Park,2075 Queen St E,43.67,-79.2993
MCKENZIE PARKETTE,Park,293 Doris Ave,43.7721,-79.4117
SMITHFIELD PARK,Park,173 Mount Olive Dr,43.74841,-79.5956
GLEN PARK PARKETTE,Park,596 Glen Park Ave,43.7056,-79.4647
MARBLE HILL PARKETTE,Park,22 A Ennerdale Rd,43.68754,-79.4509
ST. CLEMENTS - YONGE PARKETTE,Park,14 St Clements Ave,43.71309,-79.4004
PHIN PARK,Park,115 Condor Ave,43.67751,-79.3361
BENNINGTON HEIGHTS PARK,Park,465 Heath St E,43.69495,-79.3694
JEAN AUGUSTINE PARK,Park,2115 Lake Shore Blvd W,43.62842,-79.478
COXWELL RAVINE PARK,Park,460 O'Connor Dr,43.69777,-79.3309
CHARLOTTETOWN PARK,Park,65 Charlottetown Blvd,43.78118,-79.1412
DIEPPE PARK,Park,455 Cosburn Ave,43.69199,-79.3355
SAND BEACH ROAD PARKETTE,Park,2 Sand Beach Rd,43.60143,-79.497
HTO PARK WEST,Park,375 Queens Quay W,43.63782,-79.3902
WEST HUMBER PARKLAND,Park,563 Albion Rd,43.72983,-79.5548
DUFFERIN HILL PARK,Park,1200 Briar Hill Ave,43.70266,-79.4518
AVONSHIRE PARK,Park,125 Harrison Garden Blvd,43.75798,-79.4044
HUMBERVIEW PARK,Park,30 Panorama Crt,43.74769,-79.5811
J.A. LESLIE TOT LOT,Park,425 Midland Ave,43.71293,-79.2486
REXLINGTON PARK,Park,30 Bergamot Ave,43.71646,-79.5593
DUNLOP PARK,Park,19 Dunlop Ave,43.71302,-79.2674
LIONEL CONACHER PARK,Park,80 Cottingham St,43.68042,-79.3946
COXWELL AVENUE PLAYGROUND,Park,450 Coxwell Ave,43.67752,-79.3215
WOODBINE BEACH PARK,Park,1675 Lake Shore Blvd E,43.66155,-79.3112
CYNTHIA - FRIMETTE PARKETTE,Park,68 CYNTHIA RD E,43.67923,-79.5037
CAYUGA PARK,Park,120 Cayuga Ave,43.6785,-79.4806
PARKVIEW GARDENS PARKETTE,Park,34 Parkview Gdns,43.6534,-79.4695
TRUDELLE PARK,Park,36 Trudelle St,43.74019,-79.2422
DE HAVILLAND 'MOSSIE' PARK,Park,111 A Anthony Rd,43.72692,-79.4677
CLOVER HILL PARK,Park,1020 Bay St,43.66586,-79.3882
LISGAR PARK,Park,60 Lisgar St,43.64241,-79.4236
SIR CASIMIR GZOWSKI PARK,Park,2001 Lake Shore Blvd W,43.63313,-79.4705
Donald D. Summerville Olympic Outdoor Pool,Recreation Centre,1867 Lake Shore Blvd E,43.6651,-79.3049
BATHURST QUAY,Park,1 B Eireann Quay,43.63434,-79.3963
ERICA STARK PARKETTE,Park,208 Bain Ave,43.67251,-79.3457
THE MISSION GROUND PARKETTE,Park,399 Merton St,43.69833,-79.3845
CARLTON PARK,Park,20 Edith Ave,43.66628,-79.4549
FRASERWOOD PARK,Park,57 Fraserwood Ave,43.71329,-79.4424
MASON ROAD PARK,Park,11 Stanland Dr,43.73691,-79.2243
FELSTEAD AVENUE PLAYGROUND,Park,60 Felstead Ave,43.67857,-79.3292
GEORGE BEN PARK,Park,120 Roxton Rd,43.65243,-79.4209
GLASGOW STREET PARKETTE,Park,11 Glasgow St,43.65673,-79.3984
BYNG PARK,Park,299 Pharmacy Ave,43.7013,-79.285
COULTER AVE PARKETTE,Park,15 Coulter Ave,43.7048,-79.5268
SUYDAM PARK,Park,22 Relmar Rd,43.69068,-79.4141
STANLEY G. GRIZZLE PARK,Park,21 Chisholm Ave,43.68883,-79.303
IRELAND PARK,Park,5 Eireann Quay,43.63455,-79.3968
HUMBERTOWN PARK,Park,7 Wimbleton Rd,43.65766,-79.5203
WOOLENSCOTE PARKETTE,Park,13 Woolenscote Crcl,43.73262,-79.6008
WANLESS PARK,Park,250 Wanless Ave,43.72882,-79.3919
E.T. SETON PARK,Park,73 Thorncliffe Park Dr,43.70525,-79.34
RIPPLETON PARK,Park,45 Banbury Rd,43.73791,-79.3629
BADGEROW PARKETTE,Park,369 A Carlaw Ave,43.66643,-79.342
GRAHAM PARK,Park,11 Atlas Ave,43.68151,-79.4303
ROBERT LEEK MEMORIAL PARK,Park,3 Hanover Rd,43.73798,-79.4667
WEXFORD PARK,Park,55 Elm Bank Rd,43.73497,-79.2981
BATHURST - WILSON PARKETTE,Park,3749 Bathurst St,43.73686,-79.4335
MIKE BELA PARK,Park,1 Banbury Rd,43.73512,-79.3571
WILLOWRIDGE PARK,Park,10 Earldown Dr,43.67555,-79.5721
SCARBOROUGH HEIGHTS PARK,Park,27 Fishleigh Dr,43.70005,-79.2509
WESTON - ST. PHILLIPS PARKETTE,Park,115 St Phillips Rd,43.70574,-79.532
NICOL MACNICOL PARKETTE,Park,1 Elm Ridge Crcl,43.7038,-79.4324
PRINCESS STREET PARK,Park,18 A Princess St,43.64802,-79.3659
NESBITT PARK,Park,69 Nesbitt Dr,43.69337,-79.3669
NORTH KEELESDALE PARK,Park,415 Black Creek Dr,43.69022,-79.4823
HARRISON-DOVERCOURT PARKETTE,Park,150 Harrison St,43.65063,-79.4249
CONNAUGHT CIRCLE PARKETTE,Park,CONNAUGHT CIR,43.68916,-79.4252
WILLIS BLAIR PARKETTE,Park,1570 O'Connor Dr,43.71484,-79.3061
PRIMROSE AVENUE PARKETTE,Park,120 Primrose Ave,43.67167,-79.4462
TOURAINE PARKETTE,Park,12 Touraine Ave,43.73389,-79.4398
VEROBEACH PARKETTE,Park,135 Verobeach Blvd,43.73511,-79.5443
LAURENTIDE PARK,Park,110 Laurentide Dr,43.75535,-79.337
SUPERIOR PARK,Park,1 Y Superior Ave,43.61472,-79.487
BEECROFT LINEAR PARK,Park,510 Beecroft Rd,43.77817,-79.4184
CATARAQUI PARK,Park,15 Firvalley Crt,43.70118,-79.2797
WARDEN HILLTOP COMMUNITY CENTRE PARK,Park,25 Mendelssohn St,43.71491,-79.2805
CONLANDS PARKETTE,Park,7 Conland Ave,43.71746,-79.4528
WAYNE PARKETTE,Park,50 Wayne Ave,43.73925,-79.2957
OLD ORCHARD PARK,Park,465 Orchard Grv,43.73101,-79.4221
FIONA NELSON PARKETTE,Park,45 Imperial St,43.69933,-79.3983
LINKWOOD LANE PARKETTE,Park,400 Linkwood Lane,43.71888,-79.3275
BLUFFER'S PARK,Park,1 Brimley Rd S,43.70621,-79.235
SPADINA PARK,Park,486 Davenport Rd,43.67763,-79.4083
GLENGROVE AVE PARK,Park,701 Glengrove Ave,43.71043,-79.4448
WESTON VILLAGE PARK,Park,99 Oak Cres,43.71136,-79.53
AMOS WAITES PARK,Park,2441 Lake Shore Blvd W,43.61369,-79.4889
FAIRMOUNT PARK,Park,1725 Gerrard St E,43.67635,-79.3161
AVONSHIRE PARKETTE,Park,1 A Oakburn Cres,43.75831,-79.4058
DUNN AVENUE PARKETTE,Park,225 Dunn Ave,43.63961,-79.4337
ROTARY PEACE PARK,Park,25 Eleventh St,43.59528,-79.5076
KILDONAN PARK,Park,66 Norwood Rd,43.68468,-79.3037
AUSTIN TERRACE BOULEVARD LANDS,Park,3 Austin Ter,43.67833,-79.4106
MACPHERSON AVENUE PARKETTE,Park,205 Macpherson Ave,43.67778,-79.3988
BROADVIEW SUBWAY STATION PARKETTE,Park,775 Broadview Ave,43.67728,-79.3584
JOHN STREET PARKETTE,Park,148 John St,43.70518,-79.5122
ALDWYCH PARK,Park,134 Aldwych Ave,43.68491,-79.3412
OAKCREST PARKETTE,Park,30 Oakcrest Ave,43.68337,-79.3112
SIR WINSTON CHURCHILL PARK,Park,301 St Clair Ave W,43.68467,-79.4098
WESTLAKE PARK,Park,86 Jasper Ave,43.68203,-79.4873
HUMBER ARBORETUM,Park,955 Humberwood Blvd,43.73184,-79.6208
ELM PARK - ETOBICOKE,Park,230 Gosford Blvd,43.76971,-79.5242
STAN WADLOW PARK,Park,888 Cosburn Ave,43.69743,-79.3153
JANE OSLER PARK,Park,CARTWRIGHT AVE,43.72219,-79.4655
CHAUNCEY - ISLINGTON PARKETTE,Park,1116 Islington Ave,43.63781,-79.521
PESSOA PARK,Park,405 Dufferin St,43.64337,-79.4287
CHARLES SAURIOL PARKETTE,Park,4 Hillside Dr,43.68585,-79.3567
JEAN SIBELIUS SQUARE,Park,50 Kendal Ave,43.67117,-79.4091
HEATHERCREST PARK,Park,19 Storey Cres,43.66713,-79.5637
MARIA STREET PARKETTE,Park,240 Maria St,43.66674,-79.4806
BARTLEY PARK,Park,112 Bartley Dr,43.7223,-79.3087
STRATFORD PARK,Park,2100 Bayview Ave,43.72151,-79.3794
TORONTO ISLANDS - ALGONQUIN ISLAND PARK,Park,9 Queens Quay W,43.64045,-79.3751
MILLWOOD PARK,Park,4370 Bloor St W,43.63116,-79.578
SOUTH MARINE DRIVE PARK,Park,5 Rogate Pl,43.7366,-79.2051
PEAREN PARK,Park,30 Pearen St,43.6869,-79.4929
SHERBOURNE COMMON,Park,5 Lower Sherbourne St,43.64586,-79.3655
JENNIFER KATERYNA KOVAL'S'KYJ PARK,Park,2 Polson St,43.64112,-79.3553
GARRISON COMMON,Park,100 Garrison Rd,43.63906,-79.4035
COBBLE HILLS PARKETTE,Park,6 Cobble Hills,43.67283,-79.5229
GARRISON CREEK PARK,Park,1090 Shaw St,43.6717,-79.4273
SUNNYDALE ACRES PARK,Park,50 Amoro Dr,43.72498,-79.578
GLEN SHEPPARD PARK,Park,905 Danforth Rd,43.72769,-79.2502
CHALKFARM PARK,Park,2230 Jane St,43.72381,-79.5098
COXWELL AVENUE PARKETTE,Park,429 Coxwell Ave,43.67777,-79.321
SYMINGTON AVENUE PLAYGROUND,Park,431 Perth Ave,43.6667,-79.4525
PAUL KANE HOUSE PARKETTE,Park,56 Wellesley St E,43.66588,-79.3823
VINE AVENUE PLAYGROUND,Park,200 Vine Ave,43.66694,-79.4711
ARTHUR DYSON PARKETTE,Park,1404 Pape Ave,43.6964,-79.3502
FOREST HILL ROAD PARK,Park,179 A Forest Hill Rd,43.69746,-79.4075
JAMES TRIMBEE PARK,Park,25 Plainfield Rd,43.69914,-79.5051
GLEN STEWART PARK,Park,351 Glen Manor Dr,43.67859,-79.294
MAHER CIRCLE PARKETTE,Park,MAHER AVE,43.66254,-79.4791
LUCY MAUD MONTGOMERY PARK,Park,222 Riverside Dr,43.64242,-79.4835
PRINCE CHARLES PARK,Park,36 Prince Charles Dr,43.72231,-79.4356
WOBURN AVENUE PLAYGROUND,Park,75 Woburn Ave,43.72764,-79.4057
TORONTO WATERFRONT PARK,Park,ROBERTSON CRES,43.63819,-79.3858
RITA COX PARK,Park,14 Machells Ave,43.64008,-79.4254
REES STREET PARKETTE,Park,238 Queens Quay W,43.63943,-79.3846
BLACK CREEK SITE EAST,Park,345 Alliance Ave,43.67784,-79.4836
BRENDWIN CIRCLE PARKETTE,Park,70 Brendwin Rd,43.67908,-79.5016
CRUICKSHANK PARK,Park,2196 Weston Rd,43.70277,-79.5272
GEORGE WEBSTER PARK,Park,30 Chapman Ave,43.7008,-79.3008
BOSWELL PARKETTE,Park,2 Boswell Ave,43.67261,-79.3959
FRANKEL - LAMBERT PARK,Park,340 Christie St,43.67262,-79.4221
EDINBOROUGH PARK,Park,94 Edinborough Crt,43.67327,-79.5002
KEMPTON HOWARD PARK,Park,150 Blake St,43.67616,-79.3401
COLEMAN PARK,Park,19 Coleman Ave,43.68951,-79.2997
AMSTERDAM SQUARE,Park,525 Avenue Rd,43.68694,-79.4012
LOVE CRESCENT PARKETTE,Park,16 Love Cres,43.67902,-79.3035
BILL JOHNSTON PARK,Park,65 Western Battery Rd,43.64013,-79.4141
GULLIVER PARK,Park,55 Gulliver Rd,43.69855,-79.48
WESTON LIONS PARK,Park,2125 Lawrence Ave W,43.6986,-79.5181
TRINITY SQUARE,Park,19 Trinity Sq,43.65472,-79.3817
LARRY SEFTON PARK,Park,500 Bay St,43.65445,-79.3835
CASHMAN PARK,Park,4 Langmuir Cres,43.65566,-79.4937
REXDALE PARK,Park,6 Drumheller Rd,43.72357,-79.5646
RANEE PARK,Park,326 Ranee Ave,43.72263,-79.4532
FLEMINGTON PARK,Park,2 A Flemington Rd,43.71998,-79.4415
EDENBROOK PARK,Park,1310 Royal York Rd,43.67572,-79.5245
STANLEY GREENE PARK,Park,55 Stanley Greene Blvd,43.73452,-79.4773
VIMY RIDGE PARKETTE,Park,2546 Lake Shore Blvd W,43.61047,-79.4904
MIMICO MEMORIAL PARK,Park,75 Hillside Ave,43.61044,-79.4939
NORTH MIMICO VALLEY PARK,Park,145 Disco Rd,43.69964,-79.6062
ASHTONBEE RESERVOIR PARK,Park,21 Ashtonbee Rd,43.72942,-79.2974
BEDFORD PARKETTE,Park,443 Bedford Park Ave,43.72349,-79.4207
NATHAN PHILLIPS SQUARE,Park,100 Queen St W,43.65283,-79.3836
COXWELL COMMON,Park,1555 Danforth Ave,43.68305,-79.3241
POTTERY PLAYGROUND,Park,601 Merton St,43.69964,-79.3786
SCARLETT MILLS PARK,Park,235 Edenbridge Dr,43.67747,-79.5109
CASA LOMA PARKETTE,Park,328 A Walmer Rd,43.679,-79.4108
ROBERTSON DAVIES PARK,Park,275 Avenue Rd,43.67874,-79.3979
NORDHEIMER RAVINE,Park,326 Spadina Rd,43.6823,-79.4105
ROSE VALLEY PARK,Park,70 Black Creek Blvd,43.67593,-79.501
SUMMERLEA PARK,Park,2 Arcot Blvd,43.72713,-79.5519
MARIAN ENGEL PARK,Park,285 Melita Ave,43.67393,-79.4241
40 POWER ST PARK,Park,48 Power St,43.65433,-79.3632
TAMARISK PARK,Park,47 Kiskadee Dr,43.73391,-79.5978
ELIJAH PARK,Park,117 Rajah St,43.73098,-79.4381
GREY PARKETTE,Park,122 Grey Rd,43.73127,-79.4228
HUMBER GATE PARK,Park,47 Turnvale Rd,43.72832,-79.5916
MAYWOOD TOT LOT,Park,33 Maywood Pk,43.72333,-79.2716
VICTORIA MEMORIAL SQUARE PARK,Park,10 Niagara St,43.64249,-79.4002
HEATHROW PARK,Park,69 Heathrow Dr,43.7265,-79.5055
ACADEMY SOCCER FIELD,Park,115 Hobson Ave,43.72297,-79.312
ROSEDALE PARK,Park,20 Scholfield Ave,43.68306,-79.3795
GLADHURST PARK,Park,2 Elhurst Crt,43.68477,-79.4913
EDGEWOOD PARKETTE,Park,10 Edgewood Ave,43.66995,-79.3128
FRED YOUNG PARK,Park,440 Cook Rd,43.76657,-79.5049
HOWARD TALBOT PARK,Park,635 Eglinton Ave E,43.71119,-79.3748
SUNNYPOINT - NEILSON PARK,Park,55 Sunnypoint Cres,43.71422,-79.2311
ART EGGLETON PARK,Park,323 Harbord St,43.65955,-79.4182
TOM RILEY PARK,Park,4725 Dundas St W,43.65131,-79.526
120 QUEENS QUAY E PARK,Park,120 Queens Quay E,43.6442,-79.3689
GIOVANNI CABOTO Outdoor Pool/Rink,Park,1367 St. Clair Ave W,43.67565,-79.4517
BELMAR PARK,Park,70 Monclova Rd,43.73203,-79.5097
CURTIN PARK,Park,34 Riverdale Dr,43.73126,-79.5599
LYTTON PARK,Park,200 Lytton Blvd,43.71463,-79.4112
SOUTH KINGSWAY PARKETTE,Park,150 Kingsway,43.64124,-79.4795
DIXINGTON PARKETTE,Park,40 Dixington Cres,43.69717,-79.5402
DIXON PARK,Park,350 Dixon Rd,43.69546,-79.555
MCCLEARY PLAYGROUND,Park,80 Mc Gee St,43.65922,-79.3454
THE RAIL GARDEN,Park,450 Woodfield Rd,43.67608,-79.326
CLARA WILL PARK,Park,1 Queen Magdalene Pl,43.79893,-79.359
SKEENS LANE PARKETTE,Park,8 Twenty Ninth St,43.59628,-79.5289
