Name,Type,Address,lat,lon
COLONEL SAMUEL SMITH PARK,Park,3145 Lake Shore Blvd W,43.5981,-79.5153
COLUMBUS PARKETTE,Park,1985 Dundas St W,43.65118,-79.4459
MARKET LANE PARK,Park,149 King St E,43.65008,-79.3726
MERRILL PARK,Park,5 Merrill Ave,43.7032,-79.506
PARLIAMENT SQUARE PARK,Park,44 Parliament St,43.6499,-79.3625
HOLMES PARK,Park,25 HOLMES AVE,43.7781,-79.413
MAIN SEWAGE TREATMENT PLAYGROUND,Park,1091 Eastern Ave,43.66414,-79.3174
WYNFORD PARK,Park,1 Mcdonald's Pl,43.72762,-79.3289
GUILD PARK AND GARDENS,Park,201 Guildwood Pkwy,43.74772,-79.1917
DONNYBROOK PARK,Park,43 Loyalist Rd,43.65319,-79.5208
JACKSON PARKETTE,Park,104 The Kingsway,43.65286,-79.5109
LINKWOOD LANE PARK,Park,10 Linkwood Lane,43.71241,-79.3238
KIMBARK - COLDSTREAM RAVINE,Park,65 Coldstream Ave,43.71732,-79.4165
PARKDALE AMPHITHEATRE,Park,1258 QUEEN ST W,43.64236,-79.4291
MONSIGNOR FRASER COLLEGE PARK,Park,700 Markham St,43.66726,-79.4138
34 HANNA AVENUE PARK,Park,34 HANNA AVE,43.63796,-79.4196
FLORA VOISEY PARK,Park,67 Yachters Lane,43.62124,-79.4848
VILLAGE GREEN PARK,Park,925 Albion Rd,43.73548,-79.5626
CLOUD GARDENS,Park,14 Temperance St,43.65109,-79.3797
HILLSDALE AVENUE PARK,Park,33 Soudan Ave,43.70442,-79.3967
KENWAY PARK,Park,3431 Bloor St W,43.64374,-79.5261
KENNEDY - MARGDON PARKETTE,Park,24 Kennedy Park Rd,43.65241,-79.4727
EAST MALL PARK,Park,355 The East Mall,43.64254,-79.5574
MASSEY HARRIS PARK,Park,945 King St W,43.64149,-79.4134
LOVE PARK,Park,96 Queens Quay W,43.64061,-79.3798
FAIRFIELD PARK,Park,90 Lothian Ave,43.63858,-79.5189
GEORGE CHATER PARKETTE,Park,465 Windermere Ave,43.65073,-79.4803
WOBURN PARK - SCARBOROUGH,Park,50 Dormington Dr,43.78158,-79.2265
OATES PARK,Park,10 Oates Dr,43.70451,-79.2739
OLD FOREST HILL PARKETTE,Park,51 Forest Hill Rd,43.68833,-79.4039
BANBURY Community Centre & PARK,Park,120 Banbury Rd,43.74284,-79.3695
CAROLINE HUEBNER PARKETTE,Park,45 Tiverton Ave,43.66486,-79.3451
SEATON PARK,Park,14 Albany Ave,43.66598,-79.4104
ROUNDHOUSE PARK,Park,255 Bremner Blvd,43.64082,-79.3866
LORA HILL PARK,Park,36 Fernalroy Blvd,43.63853,-79.5148
DOUGLAS B. FORD PARK,Park,1521 Royal York Rd,43.6927,-79.5309
EARLSCOURT PARK,Park,1200 Lansdowne Ave,43.67237,-79.4493
CLIFF LUMSDON PARK,Park,101 Lake Shore Dr,43.59493,-79.5023
TORONTO MUSIC GARDEN,Park,479 Queens Quay W,43.63722,-79.3935
GREENFIELD PARK,Park,10 Wilmar Rd,43.6386,-79.5449
RIVERSIDE DRIVE PARKETTE,Park,38 Kingsway,43.63809,-79.4766
RANLEIGH PARK,Park,100 Ranleigh Ave,43.72865,-79.4001
OAK STREET PARK,Park,165 River St,43.66215,-79.3584
HURON STREET PLAYGROUND,Park,495 Huron St,43.66935,-79.4021
GECO PARK,Park,100 Cleanside Rd,43.71813,-79.2792
ADELAIDE PLACE PARKETTE,Park,20 Adelaide Pl,43.64502,-79.4018
WINCHESTER SQUARE PARK,Park,474 Ontario St,43.6641,-79.371
JIM MCPHERSON PARK,Park,1255 Victoria Park Ave,43.71212,-79.297
DOVERCOURT PARK,Park,155 Bartlett Ave,43.66507,-79.4345
RIVERDALE PARK WEST,Park,375 Sumach St,43.66653,-79.3626
ST. PATRICKS SQUARE,Park,14 St Patricks Sq,43.65058,-79.3906
COURTHOUSE SQUARE PARK,Park,10 Court St,43.6505,-79.3755
167 ARMOUR BLVD PARKETTE,Park,167 Armour Blvd,43.74292,-79.431
GLENVIEW PARKETTE,Park,60 Glenview Ave,43.72021,-79.4041
BELLAMY PARK,Park,110 Bellamy Rd S,43.74066,-79.2287
LESLIE GROVE PARK,Park,1158 Queen St E,43.66269,-79.3337
EUCLID AVENUE PARKETTE,Park,711 Euclid Ave,43.66496,-79.4147
EASTDALE PLAYGROUND,Park,160 Boulton Ave,43.66384,-79.3488
WIMBLETON ROAD NORTH PARKETTE,Park,160 Wimbleton Rd,43.66613,-79.5291
BRUCE MACKEY PARK,Park,55 Wardell St,43.66212,-79.3458
WESTMORELAND AVENUE PARKETTE,Park,11 Westmoreland Ave,43.66157,-79.4304
MOOREGATE PARK,Park,164 Treverton Dr,43.7412,-79.2681
LOUIS MARCH PARK,Park,485 Shuter St,43.65842,-79.3589
QUEENS AVENUE PARKETTE,Park,94 Superior Ave,43.6165,-79.4931
KEELE - MULOCK PARKETTE,Park,595 Keele St,43.67164,-79.4669
BEAVER - LIGHTBOURN PARKETTE,Park,94 Lightbourn Ave,43.67116,-79.4434
CHANDOS PARK NORTH,Park,75 Lightbourn Ave,43.67097,-79.4427
NEIL MCLELLAN PARK,Park,263 Beresford Ave,43.65142,-79.4776
PAPERBIRCH WALKWAY,Park,48 A Paperbirch Dr,43.7352,-79.3505
THISTLETOWN PARK,Park,1265 Albion Rd,43.73789,-79.5712
AVRO PARK,Park,55 Keswick Rd,43.73645,-79.4619
LANGHOLM PARK,Park,14 Langholm Dr,43.73518,-79.4878
CORONATION PARK - YORK,Park,2700 Eglinton Ave W,43.68989,-79.4784
DRUMSNAB PARKETTE,Park,8 Drumsnab Rd,43.6749,-79.3679
MCCORMICK PARK,Park,66 Sheridan Ave,43.64735,-79.4334
CORONATION PARK - ETOBICOKE,Park,10 Judson St,43.61624,-79.4994
LESLIE LOOKOUT PARK,Park,12 Leslie St,43.6535,-79.3243
WATER'S EDGE PROMENADE,Park,115 Queens Quay E,43.64369,-79.368
MICHAEL MOSTYN BALMORAL PARK,Park,170 Faywood Blvd,43.74552,-79.4494
WARRENDER PARK,Park,63 Warrender Ave,43.675,-79.5545
HAROLD TOWN PARK,Park,725 Church St,43.67267,-79.3863
TRINITY BELLWOODS PARK,Park,790 Queen St W,43.64548,-79.4139
RANDY PADMORE PARK,Park,47 Denison Ave,43.64979,-79.401
GLEBE MANOR SQUARE,Park,51 Harwood Rd,43.70312,-79.3853
ORPHAN'S GREEN,Park,51 Power St,43.6544,-79.3626
LAMBTON - KINGSWAY PARK,Park,37 Marquis Ave,43.65792,-79.5086
SACKVILLE PLAYGROUND,Park,420 King St E,43.6545,-79.3607
KAY GARDNER BELTLINE PARK,Park,378 Mount Pleasant Rd,43.69757,-79.3865
LANYARD PARK,Park,138 Lanyard Rd,43.74759,-79.5494
HARBOUR SQUARE PARK LANDS,Park,25 Queens Quay W,43.64036,-79.3765
DELMA PARK,Park,38 Delma Dr,43.60307,-79.5507
MAPLE CLAIRE PARK,Park,20 Viella St,43.67263,-79.4729
READING SPROUTS GARDEN,Park,77 Whitbread Cres,43.74,-79.5104
UNDERPASS PARK,Park,33 St Lawrence St,43.65535,-79.3554
RUNNYMEDE PARK,Park,221 Ryding Ave,43.66856,-79.4788
FIRVALLEY WOODS,Park,656 Warden Ave,43.7049,-79.2784
KIWANIS Outdoor Pool,Recreation Centre,375 Cedarvale Ave,43.69851,-79.3161
LEAVENWORTH PARKETTE,Park,20 Leavenworth Cres,43.6343,-79.5617
CENTENNIAL PARK - ETOBICOKE,Park,256 Centennial Park Rd,43.65732,-79.5869
DUBRAY PARKETTE,Park,28 Dubray Ave,43.72965,-79.4782
ALBERT CROSLAND PARK,Park,15 Saunders Ave,43.64094,-79.4402
CLAIRLEA PARK,Park,45 Fairfax Cres,43.71511,-79.2872
UPPER ROUGE TRAIL PARK,Park,124 Upper Rouge Trl,43.81016,-79.1857
INGLEWOOD HEIGHTS PARK,Park,91 Allanford Rd,43.77718,-79.2913
GOLF CLUB PARKETTE,Park,100 Ferncroft Dr,43.68897,-79.2769
SISKEN TRAIL PARK,Park,157 Staines Rd,43.82369,-79.2187
TORONTO ISLANDS - OLYMPIC ISLAND PARK,Park,9 Queens Quay W,43.64045,-79.3751
PAGE PARKETTE,Park,23 Valliere Pl,43.78317,-79.3831
WILLARD GARDENS PARKETTE,Park,55 Mayfield Ave,43.64821,-79.4812
FARQUHARSON PARK,Park,250 Pitfield Rd,43.78467,-79.263
HABITANT PARK,Park,3383 Weston Rd,43.74702,-79.5402
MISTY HILLS PARK,Park,57 Misty Hills Trl,43.8206,-79.2152
DOWNSVIEW MEMORIAL PARKETTE,Park,1092 Wilson Ave,43.72725,-79.4812
ASTERFIELD - PLUMROSE BLVD PARKETTE,Park,75 Asterfield Dr,43.77477,-79.1748
HAVERSON PARK,Park,65 Woodenhill Crt,43.68972,-79.4649
PINEWAY PARK,Park,100 Pineway Blvd,43.79592,-79.3748
MAUGHAN CRESCENT PARKETTE,Park,37 Maughan Cres,43.66939,-79.3156
RIVERLEA PARK,Park,919 Scarlett Rd,43.69983,-79.5236
CULLEN BRYANT PARK,Park,50 Barbara Cres,43.7006,-79.3287
OLD MILL SITE PARK,Park,5 Catherine St,43.65133,-79.4904
JUNE ROWLANDS PARK,Park,220 Davisville Ave,43.70029,-79.3882
JOYCE TRIMMER PARK,Park,8450 SHEPPARD AVE E,43.80516,-79.1898
IONVIEW PARK,Park,110 Ionview Rd,43.73929,-79.2747
SUNFIELD PARK,Park,144 Sunfield Rd,43.74319,-79.4928
LES ANTHONY PARKETTE,Park,5 Dunkirk Rd,43.69144,-79.3229
BENJAMIN BOAKE GREENBELT,Park,133 Benjamin Boake Trl,43.74489,-79.4968
OLD MILL PARKETTE,Park,5 Mill Rd,43.75557,-79.3519
SUNNYSIDE BIKE PARK,Park,3 Ellis Ave,43.6368,-79.4653
CARSTOWE ROAD LANDS,Park,151 Carstowe Rd,43.68568,-79.3792
SADDLETREE PARK,Park,50 Saddletree Dr,43.80487,-79.3771
JEANETTE PARK,Park,55 Jeanette St,43.72288,-79.2484
WALLACE C. SWANEK PARK,Park,241 Gary Dr,43.70999,-79.5229
ALEXANDER MUIR MEMORIAL GARDENS,Park,2901 Yonge St,43.72154,-79.4012
BEECHGROVE PARK,Park,182 Beechgrove Dr,43.76948,-79.1597
VICTORIA PARK - EGLINTON PARKETTE,Park,1501 Victoria Park Ave,43.72427,-79.3017
VAN HORNE PARK,Park,561 Van Horne Ave,43.78728,-79.3375
GAFFNEY PARK,Park,73 Terry Dr,43.67223,-79.487
JANELLAN RAVINE PARK,Park,199 Beechgrove Dr,43.77082,-79.1597
REGAN PARK,Park,9310 Sheppard Ave E,43.80668,-79.1803
WEST TORONTO RAILPATH,Park,1457 Bloor St W,43.65674,-79.4495
CASSANDRA GREENBELT,Park,54 A Cassandra Blvd,43.74711,-79.3307
FERGY BROWN PARK,Park,3700 Eglinton Ave W,43.68568,-79.4981
ABBOTSFORD PARK,Park,2 A Abbotsford Rd,43.77045,-79.4226
APTED PARK,Park,50 Apted Ave,43.75619,-79.5766
TOWN HALL SQUARE,Park,20 Yorkville Ave,43.67194,-79.3882
FERRAND DRIVE PARK,Park,251 Ferrand Dr,43.71992,-79.3328
BLYTHWOOD RAVINE PARK,Park,1200 Mount Pleasant Rd,43.7194,-79.3949
WELLESWORTH PARK,Park,55 Dixfield Dr,43.65726,-79.5744
GUILDWOOD VILLAGE PARK,Park,219 Livingston Rd,43.75036,-79.1998
MABERLEY PARKETTE,Park,76 Maberley Cres,43.78468,-79.1294
WINDFIELDS PARK,Park,2451 Bayview Ave,43.74067,-79.3824
ISLINGTON HEIGHTS PARK,Park,26 A Bywood Dr,43.65904,-79.5331
BASSWOOD PARKETTE,Park,98 Horsham Ave,43.77378,-79.4195
LONGMORE PARK,Park,196 Dunview Ave,43.77752,-79.4027
GREENVALE PARK,Park,10 Greenvale Ter,43.75645,-79.2014
PLUNKETT PARK,Park,188 Plunkett Rd,43.76275,-79.5709
NORTH HUMBER PARK,Park,2851 Kipling Ave,43.75734,-79.5881
THE TOLLKEEPER'S PARK,Park,750 Davenport Rd,43.67699,-79.417
ST. JAMES PARK,Park,120 King St E,43.65058,-79.3726
LESLIE PARK,Park,5200 Leslie St,43.7848,-79.3676
NEWTONBROOK PARK,Park,935 Willowdale Ave,43.7867,-79.4092
HIGHLAND HEIGHTS PARK,Park,50 Castle Hill Dr,43.79609,-79.2981
LILLIAN PARK,Park,227 Otonabee Ave,43.79764,-79.4074
HARRISON PARK,Park,89 Truman Rd,43.76166,-79.3796
WISHING WELL WOODS,Park,1801 Pharmacy Ave,43.77569,-79.3169
CARNEY PARK,Park,17 Carney Rd,43.7779,-79.4279
GLAMORGAN PARK,Park,50 Antrim Cres,43.77262,-79.2876
DAVID CROMBIE PARK,Park,131 The Esplanade,43.64818,-79.3703
CHERRY BEACH CLARKE BEACH PARK,Park,1 Cherry St,43.63746,-79.3447
TRACE MANES PARK,Park,110 Rumsey Rd,43.70573,-79.3672
HIGHLAND CREEK PARKETTE,Park,6115 Kingston Rd,43.78455,-79.1683
LEE LIFESON ART PARK,Park,45 Princess Ave,43.7688,-79.41
DEBELL LANE PARKETTE,Park,5 Debell Lane,43.80026,-79.3972
CARLAW-DUNDAS TRIANGLE PARK,Park,65 Dickens St,43.66484,-79.3419
LORRAINE DRIVE PARK,Park,29 Lorraine Dr,43.77756,-79.4173
VRADENBURG PARK,Park,40 Vradenberg Dr,43.7748,-79.3103
KENNARD PARKETTE,Park,183 Kennard Ave,43.75951,-79.4632
DERRYDOWNS PARK,Park,271 Derrydown Rd,43.75618,-79.5055
GALLOWAY PARK,Park,90 Galloway Rd,43.75624,-79.1925
ALBERT STANDING PARK,Park,50 Bogert Ave,43.76035,-79.4133
HARRISON PROPERTIES,Park,1845 Kingston Rd,43.69511,-79.2591
DANFORTH - BIRCHMOUNT PARKETTE,Park,3625 Danforth Ave,43.69543,-79.2675
KINGSVIEW PARK,Park,46 Kingsview Blvd,43.6985,-79.5541
AGINCOURT PARK,Park,27 Glen Watford Dr,43.78781,-79.2761
TAPSCOTT WOODLOT,Park,271 Tapscott Rd,43.80638,-79.2276
KIRKDENE PARK,Park,100 Kirkdene Dr,43.79506,-79.1383
KENNETH PARK,Park,417 Kenneth Ave,43.77734,-79.4106
LAKERIDGE PARKETTE,Park,46 Lakeridge Dr,43.7729,-79.1383
VILLAWAYS PARK,Park,4600 Leslie St,43.77595,-79.3672
VYNER GREENBELT,Park,16 Vyner Rd,43.76134,-79.3737
HARLANDALE PARKETTE,Park,206 Harlandale Ave,43.76029,-79.4215
LORD SEATON PARK,Park,168 Upper Canada Dr,43.75975,-79.3967
POPLAR PARK,Park,40 Wooster Wood,43.75508,-79.1897
BOND PARK,Park,120 Bond Ave,43.74607,-79.3518
BANTING PARK,Park,40 Banting Ave,43.74921,-79.4592
DUNCANWOODS GREENBELT,Park,2470 Finch Ave W,43.74956,-79.5554
BAKERTON PARKETTE,Park,25 Bakerton Dr,43.74661,-79.2229
LINDYLOU PARK,Park,14 Lanyard Rd,43.74821,-79.5424
FAIRCHILD PARKETTE,Park,51 Fairchild Ave,43.78526,-79.421
PLEASANTVIEW PARK,Park,61 Pleasant View Dr,43.7837,-79.3362
COLONEL DANFORTH PARK,Park,73 Colonel Danforth Trl,43.77952,-79.1632
HIDDEN TRAIL PARK,Park,506 Hidden Trl,43.78376,-79.4587
MORNINGSIDE PARK,Park,390 Morningside Ave,43.7802,-79.1916
BIRCH PARK,Park,75 Arcadian Crcl,43.59179,-79.5278
MONDEO PARK,Park,80 Mondeo Dr,43.76657,-79.2891
CEDARBROOK PARK,Park,91 Eastpark Blvd,43.75565,-79.2274
SPINNEY GREENBELT,Park,10 Spinney Crt,43.75675,-79.3394
SECOR MEMORIAL PARK,Park,469 Markham Rd,43.75467,-79.2233
ENFIELD PARK,Park,37 A Enfield Ave,43.59184,-79.5474
TWENTY THIRD STREET PARKETTE,Park,1 A Lake Promenade,43.59095,-79.5192
TWENTY FIFTH STREET PARKETTE,Park,41 Lake Promenade,43.59064,-79.5211
LONG BRANCH PARK & CENOTAPH,Park,23 Long Branch Ave,43.5904,-79.5319
GARDEN AVENUE PARKETTE,Park,34 Garden Park Ave,43.78541,-79.2719
PORT UNION VILLAGE COMMON PARK,Park,105 Bridgend St,43.77863,-79.1322
FINCH PARKETTE,Park,30 Finch Ave E,43.78032,-79.4143
PELMO PARK,Park,171 Pellatt Ave,43.71427,-79.5195
CROCUS PARK,Park,165 Crocus Dr,43.76867,-79.3069
TALARA PARK,Park,35 Talara Dr,43.7662,-79.3768
SHOREHAM PARK,Park,2 Shoreham Crt,43.77052,-79.5193
FIRGROVE PARK,Park,254 Firgrove Cres,43.75209,-79.5211
KEMPFORD PARKETTE,Park,15 Santa Barbara Rd,43.77588,-79.4173
NORTHTOWN PARK,Park,435 Doris Ave,43.77564,-79.4123
CHIMNEY SWIFT PARK,Park,19 Glen Agar Dr,43.66216,-79.5515
WISHING WELL PARK,Park,1700 Pharmacy Ave,43.77076,-79.3155
AMBROSE PARKETTE,Park,5 Ambrose Rd,43.77074,-79.3711
MANSE ROAD PARK,Park,440 Coronation Dr,43.76555,-79.1719
BIRKDALE RAVINE,Park,1297 Ellesmere Rd,43.76912,-79.2648
POPLAR PLAINS PARKETTE,Park,125 Boulton Dr,43.68024,-79.4035
MOATFIELD FARM PARK,Park,355 Lesmill Rd,43.7638,-79.3602
ST. ANDREWS PARK - SCARBOROUGH,Park,50 Brimorton Dr,43.76625,-79.2558
BLACK CREEK PARKLAND,Park,1650 Finch Ave W,43.76211,-79.5058
ISAAC DEVINS PARK,Park,55 Isaac Devins Blvd,43.72967,-79.5321
BESSARION PARKETTE,Park,72 Bessarion Rd,43.76888,-79.3769
WOODSWORTH GREENBELT,Park,360 Woodsworth Rd,43.76236,-79.3637
DUNVEGAN PARKETTE,Park,160 Dunvegan Rd,43.69604,-79.4091
TRETHEWEY PARK WEST,Park,665 Trethewey Dr,43.69696,-79.4979
ROSEMARY PARKETTE,Park,225 Rosemary Rd,43.69556,-79.4205
ST. MARGARETS PARKETTE,Park,4138 Lawrence Ave E,43.76732,-79.1925
SPRING GARDEN PARKETTE,Park,123 Spring Garden Ave,43.76502,-79.4061
THOMSON MEMORIAL PARK,Park,1005 Brimley Rd,43.75738,-79.2561
GREY ABBEY PARK,Park,180 Greyabbey Trl,43.75452,-79.1759
RACCOON PARK,Park,86 Soudan Ave,43.70515,-79.3949
SILVERTHORN PARKETTE,Park,181 Scott Rd,43.68753,-79.4711
LYNNGATE PARK,Park,133 Cass Ave,43.77744,-79.3002
BEECROFT PARK,Park,174 Beecroft Rd,43.76714,-79.4162
LYNEDOCK PARK,Park,29 Lynedock Cres,43.76197,-79.3312
BRATTY PARK,Park,40 Bratty Rd,43.75743,-79.4953
SOUTHWELL PARK,Park,25 Southwell Dr,43.74694,-79.3564
LIVINGSTON ROAD PARK SOUTH,Park,61 Livingston Rd,43.74519,-79.198
DIAMOND JUBILEE PROMENADE,Park,476 FRONT ST E,43.65337,-79.3551
HAWKSBURY PARK,Park,1 A Hawksbury Dr,43.77085,-79.3832
FRANK FAUBERT WOOD LOT,Park,185 Borough Dr,43.77209,-79.2548
CLARINDA PARK,Park,31 A Clarinda Dr,43.77449,-79.3691
PARKVIEW PARK,Park,355 Parkview Ave,43.77509,-79.3939
HINDER AREA,Park,44 Don River Blvd,43.75735,-79.434
REAN PARK,Park,7 Rean Dr,43.76598,-79.3815
SANDOVER PARK,Park,10 Sandover Dr,43.76072,-79.3336
DUNCAN MILL GREENBELT,Park,100 Moatfield Dr,43.75971,-79.3489
HAIMER PARK,Park,46 Haimer Ave,43.75509,-79.5911
MCALLISTER PARK,Park,31 McAllister Rd,43.75275,-79.4404
TOURNAMENT PARK,Park,40 Tournament Dr,43.751,-79.4002
AILSA CRAIG PARKETTE,Park,16 Ailsa Craig Crt,43.77543,-79.4482
GRAYDON HALL PARK,Park,215 Graydon Hall Dr,43.76301,-79.3415
DUNLACE PARK,Park,28 Dunlace Dr,43.76266,-79.3686
WYCHWOOD PARKETTE,Park,111 Hocken Ave,43.68069,-79.4227
THREE VALLEYS PARK,Park,82 Three Valleys Dr,43.74989,-79.3382
174 SOUDAN AVENUE PARK,Park,174 Soudan Ave,43.70577,-79.3918
HEALEY WILLAN PARK,Park,504 Euclid Ave,43.65922,-79.4132
BEAUMONT PARK,Park,9 A Beaumont Rd,43.67994,-79.373
MONARCH PARK,Park,115 Felstead Ave,43.67881,-79.3261
AITKEN PLACE PARK,Park,90 Merchants' Wharf,43.64481,-79.3627
GRASETT PARK,Park,303 Adelaide St W,43.64752,-79.3913
ELKHORN PARKETTE,Park,2 Elkhorn Dr,43.77108,-79.3792
PARKWAY FOREST PARK,Park,80 Parkway Forest Dr,43.77142,-79.3414
DORSET PARK,Park,5 Glaive Dr,43.76203,-79.2842
WEST BIRKDALE PARK,Park,514 Midwest Rd,43.76583,-79.2724
MEL LASTMAN SQUARE,Park,5100 Yonge St,43.76727,-79.4149
EAST POINT PARK,Park,101 Copperfield Rd,43.76164,-79.1568
MANHATTAN PARK,Park,100 Manhattan Dr,43.75309,-79.294
KENASTON GARDENS PARKETTE,Park,12 Kenaston Gdns,43.76633,-79.3863
KAY PARK,Park,32 Cathy Jean Cres,43.7584,-79.593
58 CURZON STREET PARK,Park,58 Curzon St,43.66484,-79.3327
HOLLIS KALMAR PARK,Park,146 Kalmar Ave,43.69442,-79.2706
DENTONIA PARK,Park,80 Thyra Ave,43.69399,-79.2924
MCKEE PARKETTE,Park,21 Church Ave,43.77385,-79.4128
EMPRESS TOT LOT,Park,304 Empress Ave,43.77308,-79.3968
MAUREEN PARKETTE,Park,2 Maureen Dr,43.77165,-79.372
WOODSWORTH PARK,Park,122 Sedgemount Dr,43.76595,-79.236
HULLMAR PARK,Park,97 Hullmar Dr,43.7648,-79.5269
PETER SECOR PARK,Park,235 Coronation Dr,43.76227,-79.1811
MARYVALE PARK,Park,5 Trestleside Grv,43.75313,-79.3065
HIGH PARK,Park,1873 Bloor St W,43.65357,-79.4641
ROWATSON PARK,Park,37 Rowatson Rd,43.74889,-79.2028
ROWENA PARK,Park,75 Rowena Dr,43.75066,-79.316
OWEN PARK,Park,150 Gordon Rd,43.74891,-79.3907
NORTHWOOD PARK,Park,140 Stilecroft Dr,43.74811,-79.4974
HEART PARK,Park,1400 Avenue Rd,43.71837,-79.4149
HENDON PARK,Park,50 Hendon Ave,43.78082,-79.4212
MUIRHEAD PARK,Park,65 Muirhead Rd,43.78001,-79.3386
PEMBERTON PARKETTE,Park,89 Pemberton Ave,43.78187,-79.4095
HEATHER HEIGHTS PARK,Park,125 Milford Haven Dr,43.77738,-79.2162
MAXWELL PARK,Park,165 Maxwell St,43.76175,-79.4485
FENSIDE PARK,Park,30 Slidell Cres,43.76384,-79.3268
GRACEDALE PARK,Park,176 Gracedale Blvd,43.75267,-79.5611
BRIDLEWOOD PARK,Park,445 Huntingwood Dr,43.78329,-79.3157
DON LAKE PARKETTE,Park,145 Antibes Dr,43.78103,-79.4461
MITCHELL FIELD PARK,Park,89 Church Ave,43.77465,-79.4085
CLOVERCREST PARKETTE,Park,23 Clovercrest Rd,43.77431,-79.3622
ATRIA SOUTH PARK,Park,63 Ann O'Reilly Rd,43.77377,-79.3289
GREENBRAE PARKETTE,Park,100 Greenbrae Crct,43.76033,-79.2305
DONWOOD PARK,Park,35 Highbrook Dr,43.75729,-79.264
PRIMULA PARKETTE,Park,86 Primula Cres,43.76121,-79.5775
DR. GORDON CHONG PARK,Park,60 Howard St,43.67156,-79.3732
LEE CENTRE PARK,Park,112 Corporate Dr,43.78102,-79.2466
EMPRESS PARKETTE,Park,433 Empress Ave,43.77405,-79.3904
BAYVIEW VILLAGE PARK,Park,2945 Bayview Ave,43.77312,-79.3892
DON-LESLIE PARK,Park,14 Inn on The Park Dr,43.71941,-79.3488
DRIFTWOOD PARK,Park,44 Tobermory Dr,43.76297,-79.511
CORNELL PARK,Park,18 Beran Dr,43.75793,-79.2176
EARL BALES PARK & Community Centre,Park & Community Centre,4169 Bathurst St,43.75157,-79.4373
WHITFIELD PARKETTE,Park,2990 Islington Ave,43.75905,-79.5716
45 DALHOUSIE ST PARK,Park,45 Dalhousie St,43.65491,-79.3757
ROWNTREE MILLS PARK,Park,155 Rowntree Mill Rd,43.75243,-79.5786
ADDINGTON GREENBELT,Park,37 R Wentworth Ave,43.7594,-79.428
PLOWSHARE PARK,Park,10 Plowshare Cres,43.75655,-79.597
LAREDO PARK,Park,33 Laredo Crt,43.78592,-79.3967
SCARLETT HEIGHTS PARK,Park,24 Fontenay Crt,43.68276,-79.5118
MORRISH PARKETTE,Park,28 Morrish Rd,43.7821,-79.1704
IRVING W. CHAPLEY PARK,Park,205 Wilmington Ave,43.76136,-79.4558
BROOKBANKS PARK,Park,75 Brookbanks Dr,43.75228,-79.3305
BROADLANDS PARK,Park,19 Castlegrove Blvd,43.74568,-79.3228
PLAYTER GARDENS,Park,4 Cambridge Ave,43.67615,-79.3607
GARTHDALE PARKETTE,Park,88 A Garthdale Crt,43.76528,-79.4648
RAMSDEN PARK,Park,1020 Yonge St,43.67653,-79.3898
CASSANDRA PARK,Park,230 Cassandra Blvd,43.75469,-79.3192
ALEXMUIR PARK,Park,205 Alexmuir Blvd,43.81031,-79.2832
MEGAN PARK,Park,40 Fern Meadow Rd,43.77393,-79.173
AMBERDALE RAVINE PARK,Park,101 Brimorton Dr,43.76492,-79.2514
ARSANDCO PARK,Park,151 Prudential Dr,43.749,-79.2676
WINDWOOD PARK,Park,38 Windwood Dr,43.73212,-79.606
MADELAINE PARK,Park,20 Madelaine Ave,43.6931,-79.2853
PALACE PIER PARK,Park,2025 Lake Shore Blvd W,43.6323,-79.4738
EASTVIEW PARK,Park,33 Coronation Dr,43.76092,-79.1905
Eastview Neighbourhood Community Centre,Community Centre,86 Blake St,43.67504,-79.3399
BOULTON DRIVE PARKETTE,Park,15 Boulton Dr,43.67787,-79.4034
HICKORYNUT PARKETTE,Park,87 Hickorynut Dr,43.77517,-79.3265
FUNDY BAY PARK,Park,190 Fundy Bay Blvd,43.81093,-79.3197
FATHER CAULFIELD PARK,Park,19 Cameron Cres,43.70673,-79.3726
GWENDOLYN MACEWEN PARKETTE,Park,33 Walmer Rd,43.66873,-79.4062
BENDALE PARK,Park,705 McCowan Rd,43.75698,-79.2453
LEONARD LINTON PARK,Park,60 Research Rd,43.71343,-79.354
HUMBER BAY SHORES PARK,Park,15 Marine Parade Dr,43.62899,-79.4755
RICHMOND PARK,Park,75 Richmond Park Blvd,43.81334,-79.2627
HEARTHSTONE VALLEY GREENBELT,Park,21 A Hearthstone Cres,43.76672,-79.4447
FLORENCE GELL PARK,Park,85 Varsity Rd,43.66194,-79.4982
CHARLTON PARK,Park,166 Charlton Blvd,43.77989,-79.438
HARVEST MOON PARK,Park,70 Finch Ave,43.78105,-79.4107
LORD ROBERTS WOODS,Park,155 Lord Roberts Dr,43.74094,-79.2649
TORONTO SCULPTURE GARDEN,Park,115 King St E,43.64986,-79.3737
DOWNSVIEW PARK AND LAWN BOWLING GREENS,Park,1629 Wilson Ave,43.7199,-79.5126
BLUEHAVEN PARK,Park,19 Blue Haven Cres,43.74499,-79.5563
VALLEYFIELD PARK,Park,35 The Westway,43.6952,-79.5343
EVERETT PARK,Park,10 Everett Cres,43.69564,-79.3103
175 THE POND ROAD PARK,Park,175 The Pond Rd,43.76897,-79.5065
ELIZABETH SIMCOE PARK,Park,180 Sylvan Ave,43.73849,-79.2047
TREVERTON PARK,Park,20 A Oakworth Cres,43.7357,-79.2673
PARMA PARK,Park,99 Parma Crt,43.71742,-79.3025
